DATE,AvgTemp
3/28/2018,45
3/29/2018,44
3/30/2018,43
3/31/2018,41
04-01-2018,43
04-02-2018,47
04-03-2018,46
04-04-2018,51
04-05-2018,49
04-06-2018,48
04-07-2018,44
04-08-2018,44
04-09-2018,43
04-10-2018,46
04-11-2018,46
04-12-2018,45
4/13/2018,42
4/14/2018,43
4/15/2018,41
4/16/2018,44
4/17/2018,45
4/18/2018,48
4/19/2018,43
4/20/2018,39
4/21/2018,44
4/22/2018,48
4/23/2018,50
4/24/2018,47
4/25/2018,43
4/26/2018,44
4/27/2018,45
4/28/2018,46
4/29/2018,50
4/30/2018,48
05-01-2018,49
05-02-2018,46
05-03-2018,48
05-04-2018,46
05-05-2018,48
05-06-2018,48
05-07-2018,49
05-08-2018,49
05-09-2018,50
05-10-2018,48
05-11-2018,46
05-12-2018,45
5/13/2018,44
5/14/2018,44
5/15/2018,46
5/16/2018,44
5/17/2018,44
5/18/2018,46
5/19/2018,50
5/20/2018,50
5/21/2018,49
5/22/2018,50
5/23/2018,52
5/24/2018,56
5/25/2018,55
5/26/2018,56
5/27/2018,53
5/28/2018,50
5/29/2018,47
5/30/2018,52
5/31/2018,55
06-01-2018,53
06-02-2018,54
06-03-2018,56
06-04-2018,55
06-05-2018,52
06-06-2018,46
06-07-2018,49
06-08-2018,47
06-09-2018,50
06-10-2018,49
06-11-2018,48
06-12-2018,45
6/13/2018,46
6/14/2018,47
6/15/2018,47
6/16/2018,46
6/17/2018,51
6/18/2018,51
6/19/2018,51
6/20/2018,53
6/21/2018,52
6/22/2018,52
6/23/2018,53
6/24/2018,51
6/25/2018,49
6/26/2018,49
6/27/2018,50
6/28/2018,51
6/29/2018,47
6/30/2018,50
07-01-2018,46
07-02-2018,44
07-03-2018,46
07-04-2018,47
07-05-2018,51
07-06-2018,51
07-07-2018,47
07-08-2018,46
07-09-2018,43
07-10-2018,47
07-11-2018,51
07-12-2018,51
7/13/2018,53
7/14/2018,49
7/15/2018,48
7/16/2018,52
7/17/2018,53
7/18/2018,51
7/19/2018,50
7/20/2018,50
7/21/2018,53
7/22/2018,54
7/23/2018,53
7/24/2018,51
7/25/2018,50
7/26/2018,50
7/27/2018,51
7/28/2018,53
7/29/2018,53
7/30/2018,49
7/31/2018,50
08-01-2018,50
08-02-2018,47
08-03-2018,49
08-04-2018,51
08-05-2018,55
08-06-2018,56
08-07-2018,55
08-08-2018,49
08-09-2018,52
08-10-2018,49
08-11-2018,49
08-12-2018,50
8/13/2018,50
8/14/2018,47
8/15/2018,48
8/16/2018,47
8/17/2018,47
8/18/2018,51
8/19/2018,50
8/20/2018,50
8/21/2018,50
8/22/2018,47
8/23/2018,46
8/24/2018,50
8/25/2018,50
8/26/2018,46
8/27/2018,46
8/28/2018,45
8/29/2018,48
8/30/2018,47
8/31/2018,46
09-01-2018,47
09-02-2018,48
09-03-2018,50
09-04-2018,49
09-05-2018,50
09-06-2018,46
09-07-2018,46
09-08-2018,46
09-09-2018,47
09-10-2018,47
09-11-2018,50
09-12-2018,47
9/13/2018,46
9/14/2018,46
9/15/2018,47
9/16/2018,48
9/17/2018,49
9/18/2018,47
9/19/2018,50
9/20/2018,49
9/21/2018,51
9/22/2018,54
9/23/2018,54
9/24/2018,51
9/25/2018,49
9/26/2018,47
9/27/2018,48
9/28/2018,51
9/29/2018,52
9/30/2018,53
10-01-2018,52
10-02-2018,49
10-03-2018,50
10-04-2018,51
10-05-2018,49
10-06-2018,46
10-07-2018,47
10-08-2018,47
10-09-2018,46
10-10-2018,45
10-11-2018,46
10-12-2018,46
10/13/2018,48
10/14/2018,48
10/15/2018,45
10/16/2018,48
10/17/2018,45
10/18/2018,44
10/19/2018,
10/20/2018,43
10/21/2018,42
10/22/2018,44
10/23/2018,45
10/24/2018,47
10/25/2018,47
10/26/2018,45
10/27/2018,45
10/28/2018,47
10/29/2018,46
10/30/2018,49
10/31/2018,49
11-01-2018,49
11-02-2018,44
11-03-2018,40
11-04-2018,40
11-05-2018,43
11-06-2018,40
11-07-2018,42
11-08-2018,42
11-09-2018,45
11-10-2018,46
11-11-2018,43
11-12-2018,45
11/13/2018,46
11/14/2018,47
11/15/2018,46
11/16/2018,46
11/17/2018,46
11/18/2018,44
11/19/2018,43
11/20/2018,45
11/21/2018,44
11/22/2018,41
11/23/2018,42
11/24/2018,48
11/25/2018,48
11/26/2018,49
11/27/2018,49
11/28/2018,49
11/29/2018,48
11/30/2018,45
12-01-2018,44
12-02-2018,42
12-03-2018,45
12-04-2018,48
12-05-2018,45
12-06-2018,44
12-07-2018,45
12-08-2018,44
12-09-2018,45
12-10-2018,46
12-11-2018,47
12-12-2018,47
12/13/2018,45
12/14/2018,46
12/15/2018,47
12/16/2018,49
12/17/2018,51
12/18/2018,43
12/19/2018,42
12/20/2018,48
12/21/2018,50
12/22/2018,47
12/23/2018,47
12/24/2018,44
12/25/2018,42
12/26/2018,40
12/27/2018,39
12/28/2018,40
12/29/2018,42
12/30/2018,46
